text,offline_crime,online_crime,drugs,gambling,pornography,prostitution,slavery,suicide,terrorism,weapons,body_shaming,health_shaming,politics,racism,religion,sexual_minorities,sexism,social_injustice
У меня у одного ошибка подключения к серверам EA?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Не правильный айпи или хост сервера,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Сайт, сделанный в конструкторе, включает в себя только функционал, предоставляемый конструктором, и работает только на хостинге этого конструктора.Сайт, сделанный на tss, таких ограничений не имеет.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Это выполняет либо JS либо скрипт  либо движок. Сам HTML не делает такого. Потому как данные хранятся только в базе.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"да, если родители гетерозиготны по резус-фактору",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Домен это . . .g, это все называют доменом она нужна чтобы сайт работала и ее можно было найти через браузер, ее надо купить в специальных сайтах",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Тому шо нормальные игры, а не хуета вроде прототипа и ларки.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sq-сервер нужен для хранения базы tss. Должна лежать файлом в корне проекта.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"есть расширения браузеров, называется 'AdGd', блокирует все рекламы",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"JvSt: t st = '1Bлав98XKLллы8LJ'; st = st./[а-яё]/g, '';  // '1B98XKL8LJ' 0,с на мобилке, и для выполнения нужен только браузер.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"После 11-ого класса поступай в институт, окончишь будешь самостоятельным человеком",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ок, но это мне придется осваивать 3дмакс  ставить кучу прог-конверторовМама, я освою тридэмакс Лучшая сборка в мире будет паргни где скочать?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ну чо, пацаны, как вам принц Доран в этом сезоне???ПИЗДЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЦ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Двачую этого просветлённого. Сам не пью и поэтому друзей у меня нет. Только колеги на работе.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ты просто злюка злой, конечно тебе не понять! Тебе лишь бы обзываться!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"tts:// есть видео с единственной пасхалкой и несколько секретных ""концовок"". Все нужно искать в самом видео.Ожидал послушать музыку, а получил кучу строк кода.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Да, все это не удаляется ни руками, ни через панель управления, ни даже взоровской утилитой.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Хорошо, что на этом маке музыку не храню, она на харде, подключенному к пека на бубунте.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
утилита это прога которая облегчает работу с компом и помогает его настраивать и оптимизировать удаления мусора и кешаобновлялки драйверовпроги для дефрагментацииантивирусыэто все утилиты,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Зачем звонить через роуминг когда век интернета и звонков по вацап?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Почисти кэш и куки, отключи лишние дополнения и обнови до последней версии.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"t, планировщик событийСоздаешь скрипт-чистильщик и вешаешь его на . Если пишешь работу скрипта по доступному адресу, то вешать вызов в  можно через wgt.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v x:; g dx; f x<=0 t wtx*x s wt'функция не определена' d.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ХОРОШО ЧТО НЕ ТРОЛЛЬ, НА НИХ ОХОТУ ОБЪЯВИЛИ.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"/sttСпасибо, АбуТредов просмотрено: Тредов создано: 15Постов: Абу благословил этот пост.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
как рассчитать покупательную способность заработной платы если известен только ИПЦ и номинальная заработная плата?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"называть себя ии, ну ты и ничтожество",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Msft .NET Fw последней версии?.. библиотеки DtX, Msft Vs C , ,  установлены?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Хорошо, идем дальше. Правильно ли я понимаю, что высшей сущности в тебе нет, она вне тебя?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
С другом гуляли с двумя девушками,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Выбор между преступником и популистом очевиден. Преступник по Ламброзо от рождения преступник, а популист попытается заставить тебя полюбить себя.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"В посте блять написано, что 50 хватает. У этой хуйни задача не пак с ЦП хранить, а логи и очевидно даже не в txt формате.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Не хватает приключений на задницу? Так дропай. Бывшая вместо того, чтобы решать проблемы во взаимоотношениях так и поступила.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"бромная вода, с ней реагирует только этилен:CH2=CH2  B2водн ---CH2B-CH2B",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Если только как стаж социального работника,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Как скачать симс 4 через майл ру?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Всемирная паутина и изоляция интернета от всего мира,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Холодная вода, мыло и чистое полотенце ...самая лучшая косметика!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQL sv gt std - tss не работает внутри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"А я на даче. Люто охота выпить, а нельзя - еще обратно ехать. Так-то. Пожарю мяса и буду жрать, березовым соком запивая, как трезвоблядь.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Он с женской анатомией вообще знаком?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
не стоит с таким сайтом ваще и работать - в конце вам скажут - а вот че вы просили - и покажут 1 черту черного цвета на листе... выберите норм. веб-прогера и работайте вживую с ним... могу посказать,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"S txt 3. Не пожалеете.S Txt поддерживает большое количество языков программирования и имеет возможность подсветки синтаксиса для C, C, C#, CSS, D, Dy, Eg, HTML, Gvy, Hs, Jv, JvSt, LTX, Ls, L, Mdw, MATLAB, C, , H, yt, R, Ry, SQL, TCL и XML.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
В дибле после смерти теряешь опыт. ШАХ и МАТ.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Что за уебский вайп, мне приходится через мобильный хром а не двач браузер сидеть.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Всяко лучше Колы,пепси и прочего дерьма",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gg C При проверке обновлений произошла ошибка: Не удалось выполнить проверку обновлений код ошибки: 3:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
китайская лапша не переваривается в желудке?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"но и всем?никакой пользы всем от деятельности биржевого спекулянта нет. от того, что он эффективно вкладывает и получает прибыль, выигрывает только спекулянт.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Как быть незакомплексованной на первом свидании?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Тред не умирай. Дай возможность всем обоссать мальцева и его адептов.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Почему файл sts перенаправляет на локальный адрес не все сайты?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ок, это я накосячил включил в сборку ресурсы из RR-ss, а сами плагины не включил. Больше таких серьезных косяков не должно быть.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Там баб полно, зачем тебе МТС?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Разбей строку в массив$ = xd' ', $txt;И поиск по массивуy'ss', $",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"В настройках браузера все очистить,, адвклиннер попробуй и доктор веб курейт",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Все приходящее. Я вот очередной раз, давлюсь вареными яйцами и курицей, пересиливая рвотный релекс.  А у тебя, что за проблема?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Что бы ты без меня делала?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Почему не работает простая функция? Jqy почему не работает: $'.ss-'.gt1.d.dt;,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Что-то я не очень понимаю, при чем тут wdws x и телевизор...Воткни свой телевизор в роутер и настрой на нем сеть.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ебаный анончик съебал и не дал поставить мат,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Почему 16:10 а не 8:5? Ток давайте по существу, а не ""потому что есть 16:9""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Как это сделать??? В интернете пример скрипта, я его создал у себя, создал .t, .ss, .js, поключил, но не работает",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
td не открываетворд вообще пишет тип ток до мб откроет,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Славный Друже ок по жрачке снимает,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Просто поговори с англичанином, а то он скоро сюда пол ютуба перетаскает.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Следовательно ты тоже лицемерная мразь, а ещё и сексист.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
на 40 процентов примерно турецкий и татарский похожи,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Имея VS поднимать на нем сквид вместо v, t/2t сервера?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Как задать переменную из содержимого файла .txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Сублимируют.""Если у нас дерьмо значит у всех дерьмо.""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
знакомится на мамбееще и выбираетГовноед илитист?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"А что тебе нравится из околоподобного, например?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Где найти программиста по  D? Срочно требуется написать небольшой код для сайта,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
да погубила она всехне ждет теперь ее успехее за подлость не люблюза лесть фальшивость не терплю,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"C:d WINDWS\Syst32илиd /d C:\WINDWS\Syst32В каждой строчке ошибка, то с d, то с sst вместо syst и т. д..S: Диск X: - это система, что загрузилась как ""аварийное восстановление"".",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"НетТы должен работать и получать хоть какие то деньги, чтобы банк выдал тебе кредит",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Найти мага который по братски разглядит сродство гороскопов, душ, и правых бровей",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
На клиентской стороне URL отображается в адресной строке браузераtts://,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Может ли истец по вступлению в силу постановления о наказании за оскорбление ст5.61 КОАП потребовать еще и мор ущерб?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Допустим есть домен .s.. Реально для него получить SSL-сертификат wdd?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Зачем тебе денди? Скомпилируй ядро лучше,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Я уверен, что цифра не от читов, багоюзов и не моих фантазий.Этого мне достаточно.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Чистая память о Нёми и вы о Нём хорошо помните.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Для всех браузеров, кроме Sf:} w  !==  && !sNN &&  < 10;",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
По сути ты живешь только ради карины?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Языки программирования предоставляют ВСЕ возможности работы с пк/пда?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Лишняя { в коде, в консоль вместе с ошибкой всегда выбрасывается имя файла и строка, ищи",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Сквид, виртуализацию на квм и проксмоксе, самбу и роутеры на опенврт лол.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
а мужик ванечку не может забирать? или вы безотцовщина все?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"На каких хостингах можно создать сайт написав свой HTML код, или вставив готовый t файл?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
почему не доступен сервир в wf альфа не заходит,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"что делать если в варфейсе пишет нет неодного доступного сервера, вход в игру недоступен",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Так потому что 2 гига. Ставь ХР,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Хочу поставить свой сервер дома по белому ИП что лучше развернуть на нем???,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
в фуллскрине рамки по краям экрана и не мону накатить разрешение -. Винда - 10ка. Как решить траблы?Очевидный MW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Купить домен и в настройках его прописать НС-сервера хостера,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Как растянуть содержимое сайта на всю страницу?  Я только учусь не убивайте :D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Боже, опушка, ты вернулся, как долго я тебя ждал, тут такое без тебя творилось, ужас.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"кто на ком стоял? это кнопка должна быть в приложении, написанном на С#, или сайт должен быть написан на С#?если первое, то надо по клику выполнить код:Syst.Dgsts.ss.Stt""адрес сайта"";",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Бля. Не обновлял до 10-ки, т.к. думал, что они сервис пак этим летом будет. Как раз конец бесплатного перехода. Когда инсайдерские билды выкатят в релиз?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Зависит от того, что содержится в переменной $vvdg.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1. Снести денвер, т. к. он морально устарел.2. Поставь к примеру Sv 3. Обращаться к скрипту через URI, а не f:///C:\--",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ебнется. 30 запусков или обновление винды или бсод или четотам еще 9не помню уже все в треде обсуждали в прошлом,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"У школьников нет бабла по несколько косарей за раз, уебок",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"и будет у тебя 1Мб траффика на 10-15 страницТолку, правда, от этих 15 белых страниц будет мало. Практически весь мейнстримовый веб завязан на XHR. У js-f свой маргинальный веб.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Где найти такую работу? я хочу стать обычным работягой.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Расписал вот тут  это вина близов, если в личе это было ок из-за моего древнего тарифа и тотальным абузом макросов всеми 10 миллионами, то щас с  тыщами подписчиков 1.5 сек гкд мне не ясноу с чего такая задержка.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Нормально все с работой, шли на хуй свою ебанутую мамашу.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
интернете на ричь бёртс только столько там можно за года 2 заработать,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"То есть, пруфсов нет и ты, по факту, изнасилованный маркетологами лошок, который просто ВЕРИТ?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Уволят по-любому. Тут даже без лишних запятых.Это недозволительно! И не уважительно.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Откуда ты знаешь? Ты что, гуц???????",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ваша система тут не при чём сама игра корявая !! я вот 2 дня войти тупо не могу пишет время подключения истекло,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ты хуй и пизда в одном лице,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Слишком толсто а если не тролишь, хватит жить в манямирке, все друг друга обманывают",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"шестой день съедаю по 4,8г пирацетама. Выпил 1,5 колы лайт и еще кружку кофе днём. Одрубился на час. Сейчас встал, охуевший и уставший. не оп если что. Что мне делать??",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"СНОХАЖенский родЖена сына по отношению к его отцу.Батя трап, а сама на сынку гнит.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
кому ты нужен? мы даже между собой друг другу не нужны,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Что забыл?туш эйвон - объем и разделение эйвон больше чем красота,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Тяжело ли переехать в США и-устроится там на работу?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Не сможете. В онлайн компиляторах работает только сам синтаксис без GUI библиотек, работа с ядрами, работа с файлами и т. д.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"На серверах сообщества без античита vv, с ботами на локальном сервере",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
